StudentID,Revenue_sum,InvoiceNo_nunique,avg_order_value,days_active,Quantity_sum,ClusterID,Recommendation,Recommendation_Details
STU0082,253.57733797368803,20,200.83470557021155,29,1018,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0083,1362.1792242995793,73,379.7975839885146,122,1382,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0084,68.2102381162667,26,208.63493550985237,149,1210,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0085,44.13528587161919,97,417.9988259391269,56,251,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0086,69.92088821869363,80,293.1591051995589,10,1509,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0087,585.8730785149133,148,50.48567820320065,99,362,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0088,243.01584925604945,90,37.674496465275865,151,166,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0089,67.04470893266465,33,84.24901702430392,329,1739,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0090,320.5060489527152,73,26.562543116958697,47,986,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0091,171.67726089142997,51,56.17234896918191,302,1876,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0092,634.5826164183401,98,352.0229106410778,148,624,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0093,51.77567058908549,148,276.48621201414227,342,293,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0094,90.78615355610219,89,379.95715974558647,268,586,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0095,82.42079489454699,43,458.3195610836686,170,1675,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0096,16.522574176928188,104,300.87177551622653,187,124,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0097,231.40754395671735,37,368.53800515448705,19,1879,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0098,219.55063916852612,105,383.39897698037885,270,435,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0099,149.55589236928927,27,201.3682636523775,147,1976,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0100,104.38847743254094,14,135.7207195182233,181,1283,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0101,17.759913852848833,73,118.42175768313196,22,524,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0102,78.96715573680714,104,140.69237096566326,177,467,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0103,88.75930120818113,38,151.87126257243622,139,396,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0104,44.54875004480662,142,119.46927152386709,93,1602,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0105,116.52099047195406,100,441.54592039001227,330,689,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0106,272.0745977754139,5,383.35958344266976,328,988,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0107,2513.116390461295,73,42.510304539785565,110,1004,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0108,192.8411357750861,8,148.96279137214754,338,925,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0109,218.39941954017723,20,30.648676174544782,282,812,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0110,132.7318763791314,28,259.11928959002864,274,1252,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0111,8.346507409509607,84,248.5811344587268,47,1255,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0112,142.6264802617728,6,419.0583152300006,103,713,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0113,162.44594737733112,132,167.73307509010374,104,74,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0114,5972.155334151279,88,411.8651529022699,314,1253,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0115,111.2142535299411,144,484.6274074111151,78,759,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0116,233.29902818458305,128,62.43594721551035,327,1574,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0117,140.88336443126275,37,400.0725629454238,245,1929,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0118,25.712646268328225,105,303.1788306260653,343,1234,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0119,824.0524837665371,16,250.42206416886808,146,226,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0120,458.47215033331474,71,221.85717375923605,85,334,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0121,486.1649261566064,69,396.6407666932686,44,112,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0122,37.936693798305214,78,326.8934513476363,10,1052,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0123,1217.057654813671,47,406.4214404092937,305,711,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0124,18.123753134798466,48,453.5125081647806,329,715,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0125,357.91146118959284,33,316.28658180670016,69,205,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0126,3966.6747915327037,145,490.62210804434136,329,1955,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0127,33.58889519872262,16,311.8821677801049,358,1542,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0128,63.46911474422424,99,325.5892743786956,337,1122,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0129,172.34134043468418,50,286.3114921002683,276,1016,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0130,69.74087019173231,134,63.681003704638535,238,898,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0131,14.497915107530162,39,368.6705756721096,279,1157,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0132,164.48912559404113,85,282.77422731157355,325,1434,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0133,30.16084106166298,94,236.43701475973012,295,738,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0134,301.988412052851,12,457.02621363357105,300,197,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0135,37.36982829092109,97,163.02053674013624,222,1703,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0136,1517.6245684818614,94,271.32909248720534,174,391,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0137,45.8383034512427,119,354.8680983168624,14,525,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0138,91.55205573905226,109,402.3064523234611,348,1136,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0139,502.8419097939063,139,240.48646781416278,87,1774,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0140,23.4226505253172,62,424.20387920898065,71,1433,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0141,208.76096763218627,118,389.0805158313908,141,610,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0142,1054.386258806481,79,51.79326936889561,98,376,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0143,13.313454602890197,124,42.013407874223816,246,1842,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0144,195.7720138983071,25,317.9867285226038,51,1809,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0145,219.16485109507096,142,186.75843594819884,98,1214,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0146,479.4954032197496,105,120.3827797176868,305,1039,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0147,23.20978445893432,103,298.2319685464344,337,264,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0148,20.477261601635785,40,183.9503410191416,304,484,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0149,324.70346434556376,100,277.8864400227536,113,1964,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0150,231.7077802485561,41,240.85719631211458,23,1001,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0151,216.0995703949182,16,300.68773085559377,297,772,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0152,249.5532487453594,117,212.14423467693504,188,1391,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0153,53.51504972594303,17,354.8804353745272,134,81,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0154,210.26750338683723,27,106.4322907276633,362,719,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0155,230.35203136565704,103,354.3207037889979,32,334,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0156,50.82929557740934,109,217.5973828916135,72,1378,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0157,2437.3380672516655,34,439.6724503301202,152,478,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0158,302.0973696192155,21,267.3133063348212,162,1550,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0159,24.854647425611315,117,487.09296764965006,154,335,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0160,397.35512925123186,66,308.9289898596609,234,1217,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0161,34.397280109152405,88,127.44755163503388,318,1497,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0162,483.2948416519121,116,414.4595056853356,113,1092,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
